TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
28,CUST1913,ACC26026,Credit,Payment,Home Loan,Firm A,West,Manager 1,16-04-2024,56614.95294,75378.90217,0.429725549,679,215
160,CUST4402,ACC62446,Loan,Payment,Savings Account,Firm E,Central,Manager 3,24-09-2023,36906.70208,43126.28969,0.864282411,349,22
167,CUST9038,ACC51009,Credit,Payment,Mutual Fund,Firm C,East,Manager 4,06-10-2023,68510.81969,63785.48481,0.614457494,547,103
135,CUST8390,ACC29646,Savings,Withdrawal,Mutual Fund,Firm D,West,Manager 3,12-01-2024,50779.15302,113575.3563,0.640249451,485,19
97,CUST4769,ACC45101,Savings,Payment,Home Loan,Firm D,Central,Manager 2,09-02-2024,91817.49051,-505.9162061,0.387426646,399,203
123,CUST6350,ACC39482,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 1,22-06-2024,30432.42987,74122.68235,0.505243336,354,15
9,CUST1609,ACC91723,Credit,Payment,Home Loan,Firm C,South,Manager 2,31-10-2023,42517.07753,69554.35592,0.657312152,757,144
125,CUST2915,ACC40939,Savings,Withdrawal,Mutual Fund,Firm C,East,Manager 4,06-01-2023,58973.34682,73044.21001,0.631201243,733,114
20,CUST3069,ACC49395,Savings,Withdrawal,Personal Loan,Firm C,Central,Manager 3,05-02-2023,44414.30631,47262.36755,0.38136322,513,71
27,CUST3109,ACC32627,Loan,Transfer,Personal Loan,Firm B,Central,Manager 3,28-01-2023,29393.49833,119031.3155,0.697958366,480,71
157,CUST3306,ACC26940,Credit,Withdrawal,Mutual Fund,Firm C,East,Manager 1,05-02-2023,32091.08688,92076.11524,0.378691308,803,68
63,CUST5920,ACC97225,Savings,Withdrawal,Savings Account,Firm C,East,Manager 4,23-02-2023,15266.6739,96616.14367,0.415743057,764,15
172,CUST4884,ACC70741,Loan,Deposit,Savings Account,Firm D,East,Manager 1,22-08-2023,16195.70089,97130.14325,0.250509433,384,152
105,CUST2871,ACC99409,Current,Transfer,Mutual Fund,Firm C,West,Manager 2,02-05-2024,93504.49772,88730.19807,0.30062611,408,212
24,CUST1768,ACC64785,Loan,Payment,Home Loan,Firm E,East,Manager 4,06-11-2023,50957.22183,58504.61818,0.28187686,799,33
172,CUST2716,ACC83005,Credit,Withdrawal,Personal Loan,Firm B,West,Manager 4,26-04-2023,-11328.77525,30825.26636,0.536863542,632,170
137,CUST5664,ACC19178,Current,Withdrawal,Home Loan,Firm B,North,Manager 3,13-06-2024,72093.41672,120379.2967,0.435264297,801,133
95,CUST5545,ACC30787,Loan,Deposit,Personal Loan,Firm D,South,Manager 2,21-02-2023,74497.85013,-3069.411127,0.494265806,493,117
79,CUST1888,ACC45101,Loan,Withdrawal,Savings Account,Firm C,Central,Manager 2,17-08-2023,72553.13377,94890.83071,0.291329193,838,238
46,CUST8461,ACC22799,Current,Withdrawal,Credit Card,Firm A,Central,Manager 2,18-08-2023,-5618.649519,74742.7421,0.697846015,457,23
159,CUST1547,ACC88449,Credit,Deposit,Home Loan,Firm E,Central,Manager 4,01-01-2024,74158.50064,92791.29695,0.508972357,509,190
29,CUST4373,ACC70741,Credit,Transfer,Personal Loan,Firm B,Central,Manager 4,08-01-2023,21515.39757,91544.44848,0.514788564,561,6
140,CUST2626,ACC55331,Savings,Payment,Home Loan,Firm C,West,Manager 2,20-06-2023,10871.55877,45175.79429,0.861278571,514,113
61,CUST5610,ACC92558,Savings,Payment,Savings Account,Firm E,North,Manager 2,02-03-2024,67276.74431,43941.23671,0.659987056,707,20
100,CUST7459,ACC64785,Credit,Payment,Home Loan,Firm E,South,Manager 1,29-11-2023,37135.37778,76565.37976,0.463100974,495,210
31,CUST5121,ACC18140,Current,Transfer,Personal Loan,Firm A,Central,Manager 2,28-01-2023,59398.73751,86505.29102,0.356948867,717,221
82,CUST2842,ACC26940,Loan,Withdrawal,Personal Loan,Firm C,South,Manager 3,20-10-2023,54019.83008,37477.97628,0.278591595,327,159
90,CUST4595,ACC11837,Credit,Payment,Home Loan,Firm D,West,Manager 2,16-08-2023,107222.9521,85288.11632,0.395592343,705,195
175,CUST1738,ACC83005,Current,Withdrawal,Personal Loan,Firm E,South,Manager 2,30-07-2023,55447.2356,118273.7434,0.496641525,619,32
70,CUST1913,ACC28305,Savings,Deposit,Credit Card,Firm A,Central,Manager 4,08-05-2023,63745.88419,108422.1233,0.560647665,519,187
56,CUST8318,ACC40939,Credit,Withdrawal,Credit Card,Firm C,Central,Manager 4,08-09-2023,27681.85623,75356.64134,0.665587833,312,82
113,CUST1569,ACC29007,Credit,Transfer,Savings Account,Firm B,West,Manager 1,11-09-2023,84154.8613,83122.02401,0.814241065,774,77
138,CUST5610,ACC29231,Savings,Transfer,Personal Loan,Firm D,East,Manager 4,19-04-2023,48371.24506,134563.5847,0.432321046,594,104
97,CUST5253,ACC43771,Savings,Payment,Mutual Fund,Firm B,West,Manager 3,03-10-2023,56118.61919,81916.83972,0.567908206,324,209
28,CUST3778,ACC90887,Savings,Payment,Savings Account,Firm B,North,Manager 4,29-01-2024,71686.65221,76366.50112,0.138249319,444,23
191,CUST4684,ACC45968,Credit,Withdrawal,Mutual Fund,Firm E,South,Manager 4,04-08-2023,46235.87308,64120.87328,0.384080574,661,139
186,CUST7651,ACC43771,Current,Withdrawal,Savings Account,Firm D,North,Manager 1,19-10-2023,29273.26626,63273.95156,0.848738854,434,185
154,CUST3778,ACC16241,Savings,Transfer,Savings Account,Firm E,West,Manager 2,05-02-2024,31162.72865,73954.45146,0.224397754,575,233
186,CUST2612,ACC36079,Savings,Payment,Credit Card,Firm D,West,Manager 1,04-05-2023,77060.6594,108940.8161,0.275403526,329,6
69,CUST5916,ACC67713,Current,Payment,Mutual Fund,Firm D,North,Manager 1,07-06-2024,76631.68885,147328.814,0.288516534,567,137
49,CUST5428,ACC95774,Credit,Withdrawal,Personal Loan,Firm D,North,Manager 4,20-06-2023,53256.10505,128338.9692,0.490101794,640,140
35,CUST1555,ACC42467,Credit,Withdrawal,Credit Card,Firm B,North,Manager 4,16-03-2023,82879.40658,92590.7539,0.552293846,841,22
41,CUST3602,ACC49364,Current,Transfer,Savings Account,Firm A,North,Manager 1,08-09-2023,99772.96554,42347.42613,0.688487114,738,101
157,CUST5320,ACC67701,Credit,Deposit,Personal Loan,Firm E,East,Manager 4,11-09-2023,31512.10762,75574.57126,0.443893727,638,222
94,CUST3059,ACC82381,Savings,Payment,Home Loan,Firm E,East,Manager 2,12-03-2024,96257.58274,115921.2638,0.485559669,761,181
149,CUST3810,ACC53865,Current,Payment,Savings Account,Firm A,East,Manager 1,17-04-2023,24643.92431,17179.42861,0.058548966,433,131
134,CUST5894,ACC54589,Current,Deposit,Personal Loan,Firm C,Central,Manager 3,01-04-2024,32420.30342,30098.31794,0.420377627,834,186
129,CUST3153,ACC64022,Loan,Withdrawal,Credit Card,Firm D,Central,Manager 4,29-01-2024,62066.90355,-11356.97561,0.400638496,814,110
54,CUST7098,ACC26973,Credit,Transfer,Home Loan,Firm A,Central,Manager 2,11-05-2023,50854.17552,71024.36798,0.298714721,525,16
128,CUST7793,ACC77533,Credit,Deposit,Mutual Fund,Firm D,East,Manager 1,16-10-2023,69282.61186,144593.2762,0.740086758,712,184
64,CUST4684,ACC71938,Savings,Withdrawal,Credit Card,Firm A,South,Manager 4,08-06-2024,102333.5125,23713.15817,0.079400082,422,24
176,CUST7933,ACC21429,Current,Transfer,Savings Account,Firm A,East,Manager 3,22-03-2024,33947.54217,81490.8362,0.45121829,633,42
148,CUST7345,ACC88252,Credit,Deposit,Home Loan,Firm B,West,Manager 2,02-03-2024,73301.42234,164049.7111,0.54634034,631,7
99,CUST4438,ACC26026,Credit,Payment,Personal Loan,Firm C,West,Manager 2,19-09-2023,43054.74332,86569.69287,0.490699079,375,206
36,CUST8091,ACC24070,Current,Withdrawal,Personal Loan,Firm E,Central,Manager 3,09-01-2023,38476.44904,97366.05713,0.85070016,782,101
50,CUST7173,ACC23985,Current,Payment,Savings Account,Firm B,Central,Manager 3,26-07-2023,36112.77167,65635.45818,0.525965289,602,69
8,CUST5105,ACC24880,Loan,Payment,Credit Card,Firm D,Central,Manager 2,17-04-2023,53982.37791,101723.2289,0.158011117,826,209
96,CUST1467,ACC22036,Savings,Transfer,Personal Loan,Firm D,West,Manager 1,13-09-2023,5228.736396,-4547.371459,0.825493666,752,123
152,CUST1223,ACC94242,Loan,Transfer,Mutual Fund,Firm E,North,Manager 3,25-12-2023,19294.25742,104138.4343,0.220430888,340,210
15,CUST4769,ACC28295,Current,Withdrawal,Home Loan,Firm B,East,Manager 4,18-08-2023,62636.51939,163654.2509,-0.164678921,659,111
48,CUST5574,ACC48303,Savings,Withdrawal,Savings Account,Firm A,South,Manager 2,06-09-2023,49947.25485,61417.18725,0.123546936,390,87
134,CUST7002,ACC51009,Current,Deposit,Credit Card,Firm E,North,Manager 3,21-03-2024,104670.8112,77784.62653,1.125074996,404,77
121,CUST1547,ACC38559,Current,Withdrawal,Credit Card,Firm B,East,Manager 1,18-06-2023,33439.28671,115693.8303,0.743929419,590,199
169,CUST2805,ACC26956,Credit,Transfer,Credit Card,Firm E,North,Manager 4,25-07-2023,84373.75562,62056.29558,0.568262429,570,211
105,CUST2349,ACC92558,Savings,Payment,Personal Loan,Firm E,North,Manager 1,17-12-2023,48766.58812,47453.28406,0.26856424,598,148
181,CUST7887,ACC77638,Loan,Transfer,Credit Card,Firm E,South,Manager 2,28-05-2024,75452.82573,50247.07546,0.339307095,523,128
7,CUST5320,ACC91220,Current,Payment,Mutual Fund,Firm C,North,Manager 1,21-02-2024,61378.40418,128837.2019,0.545555318,636,174
100,CUST2944,ACC67701,Credit,Transfer,Savings Account,Firm E,East,Manager 1,10-12-2023,41369.53522,81092.32805,0.015198152,461,145
172,CUST1189,ACC29646,Savings,Deposit,Personal Loan,Firm A,West,Manager 2,12-05-2023,43587.15939,23430.49327,0.67941209,652,84
111,CUST7651,ACC11062,Savings,Transfer,Home Loan,Firm A,North,Manager 4,08-09-2023,31533.0262,81611.68659,0.22665555,640,71
101,CUST2443,ACC28154,Current,Deposit,Personal Loan,Firm B,North,Manager 3,14-03-2024,48825.37061,91718.22399,0.310094681,678,195
174,CUST2457,ACC77592,Credit,Withdrawal,Home Loan,Firm A,West,Manager 1,08-02-2024,60960.806,87063.23125,0.024556951,463,142
51,CUST4360,ACC61926,Loan,Withdrawal,Personal Loan,Firm D,West,Manager 4,23-03-2024,40944.96281,121543.4315,0.396933356,514,112
3,CUST9169,ACC53466,Current,Payment,Credit Card,Firm D,Central,Manager 3,08-03-2023,62894.88864,70174.33885,0.69965655,386,91
146,CUST8028,ACC76597,Current,Transfer,Home Loan,Firm C,North,Manager 3,08-09-2023,20451.57996,88290.27843,0.501347778,554,194
197,CUST7345,ACC21264,Loan,Withdrawal,Home Loan,Firm C,Central,Manager 2,20-04-2024,121732.2087,83129.29958,0.446017539,717,36
186,CUST5705,ACC66190,Current,Transfer,Credit Card,Firm B,West,Manager 3,08-05-2023,76814.02465,59021.07719,0.434691163,641,174
190,CUST4003,ACC33287,Current,Withdrawal,Credit Card,Firm D,North,Manager 3,18-06-2023,-6489.538142,60434.52924,0.445531325,548,112
119,CUST7173,ACC91220,Savings,Deposit,Mutual Fund,Firm C,East,Manager 4,16-06-2024,28620.9721,89733.98896,0.327510979,414,238
126,CUST7793,ACC78581,Loan,Transfer,Personal Loan,Firm B,West,Manager 3,08-05-2023,25435.21887,24071.39817,0.387097561,667,36
98,CUST3006,ACC50439,Savings,Payment,Mutual Fund,Firm B,West,Manager 3,02-05-2024,51066.72589,39326.69072,0.250858478,436,136
3,CUST5574,ACC46655,Credit,Payment,Mutual Fund,Firm E,East,Manager 4,21-03-2024,57588.31689,67866.85132,0.468663856,357,113
27,CUST3059,ACC62809,Savings,Transfer,Home Loan,Firm B,South,Manager 3,04-01-2024,72762.31218,100078.1129,0.822048997,543,103
135,CUST1555,ACC34431,Loan,Withdrawal,Home Loan,Firm A,Central,Manager 3,10-01-2023,32880.13186,6933.692761,0.251595569,572,52
76,CUST3153,ACC51593,Credit,Payment,Mutual Fund,Firm D,West,Manager 1,19-03-2024,67867.8047,72171.48348,0.592865251,422,97
71,CUST5500,ACC88449,Loan,Deposit,Personal Loan,Firm B,West,Manager 1,08-02-2024,50101.18136,78583.68112,0.315738538,419,216
192,CUST1840,ACC73104,Current,Withdrawal,Home Loan,Firm B,Central,Manager 3,20-06-2023,22284.06783,76121.88877,0.641605157,635,195
92,CUST7887,ACC11188,Savings,Payment,Credit Card,Firm D,West,Manager 1,18-10-2023,40384.57672,80862.87489,0.497218309,615,229
148,CUST2942,ACC24880,Savings,Transfer,Home Loan,Firm E,Central,Manager 1,02-05-2024,-8325.815517,43537.3979,0.641523915,796,139
63,CUST7388,ACC28154,Credit,Deposit,Home Loan,Firm D,East,Manager 3,23-04-2023,51639.31007,68481.29109,0.366423659,829,228
168,CUST6082,ACC19156,Savings,Deposit,Savings Account,Firm C,West,Manager 3,24-05-2023,2754.054194,93861.61552,0.474043027,539,178
80,CUST6028,ACC18057,Loan,Deposit,Savings Account,Firm D,East,Manager 4,21-10-2023,102991.4746,121516.0016,0.846995558,531,39
34,CUST7887,ACC88449,Loan,Deposit,Personal Loan,Firm C,North,Manager 3,25-11-2023,60027.23504,39817.98777,0.249475119,830,180
192,CUST5609,ACC69323,Credit,Payment,Personal Loan,Firm C,North,Manager 3,17-11-2023,27645.82985,87111.82104,-0.015716176,767,55
124,CUST2578,ACC29356,Current,Deposit,Credit Card,Firm E,Central,Manager 4,05-02-2023,50294.34797,63787.97581,0.700367043,318,233
110,CUST6937,ACC26956,Savings,Transfer,Home Loan,Firm E,North,Manager 2,01-01-2024,40406.36193,114334.0549,0.817969602,593,117
20,CUST7793,ACC88449,Current,Transfer,Credit Card,Firm D,North,Manager 4,19-06-2023,-27916.91165,74606.26678,0.507782905,379,222
81,CUST1497,ACC53466,Current,Payment,Personal Loan,Firm C,North,Manager 4,15-05-2023,24139.09222,121054.4593,0.98265654,476,198
155,CUST8765,ACC78178,Credit,Withdrawal,Savings Account,Firm C,North,Manager 1,13-06-2024,52503.65174,66444.29754,0.44621362,685,217
177,CUST4003,ACC28305,Current,Deposit,Home Loan,Firm D,South,Manager 1,07-03-2023,35664.24429,1775.675456,0.571722999,563,170
39,CUST1497,ACC52650,Credit,Withdrawal,Personal Loan,Firm E,South,Manager 2,07-03-2023,13019.74588,122686.725,0.64143189,435,79
157,CUST3306,ACC21719,Savings,Deposit,Home Loan,Firm D,North,Manager 2,31-10-2023,126554.0902,60776.94069,0.56983939,621,198
37,CUST6028,ACC55331,Savings,Withdrawal,Mutual Fund,Firm B,East,Manager 4,03-03-2023,89243.13103,57197.67242,0.789495118,597,181
64,CUST4360,ACC78589,Loan,Transfer,Credit Card,Firm D,North,Manager 1,06-11-2023,21028.67815,-4503.284142,0.581042901,721,89
194,CUST1609,ACC34431,Current,Withdrawal,Savings Account,Firm D,Central,Manager 1,22-10-2023,50865.41193,82922.92652,0.232135871,812,94
12,CUST5121,ACC29231,Credit,Payment,Mutual Fund,Firm B,Central,Manager 3,08-02-2024,82243.19346,83643.73071,0.87272555,474,85
20,CUST8874,ACC10996,Savings,Payment,Credit Card,Firm B,East,Manager 4,06-10-2023,81016.864,97859.88145,0.330434946,664,95
33,CUST2871,ACC42903,Loan,Transfer,Home Loan,Firm D,South,Manager 4,21-04-2024,58510.36699,68463.53894,0.470128302,532,54
144,CUST8461,ACC82926,Savings,Transfer,Mutual Fund,Firm A,Central,Manager 2,15-05-2023,19356.34082,62470.17982,0.660611085,407,167
36,CUST4438,ACC57700,Savings,Withdrawal,Personal Loan,Firm E,North,Manager 4,04-05-2024,-20633.95578,121864.2404,0.816173125,740,44
166,CUST1376,ACC78089,Loan,Deposit,Personal Loan,Firm E,North,Manager 4,08-02-2024,69928.18838,104706.8708,0.186275637,659,230
16,CUST9129,ACC34119,Savings,Transfer,Personal Loan,Firm C,Central,Manager 4,10-02-2023,25587.63919,100275.1577,0.668046833,689,155
57,CUST3041,ACC76597,Loan,Payment,Personal Loan,Firm C,North,Manager 1,10-08-2023,61661.34018,65909.0636,0.289699597,713,145
158,CUST2541,ACC92360,Credit,Deposit,Mutual Fund,Firm A,North,Manager 2,16-06-2024,76746.32646,56568.14894,0.523229352,655,172
21,CUST7255,ACC16241,Savings,Payment,Mutual Fund,Firm C,North,Manager 2,21-03-2024,35014.56341,94968.35592,-0.074753609,692,65
198,CUST1467,ACC29356,Credit,Payment,Mutual Fund,Firm C,Central,Manager 1,08-11-2023,5141.850798,87474.39751,0.464274818,545,50
88,CUST5916,ACC92558,Loan,Transfer,Home Loan,Firm B,South,Manager 2,11-05-2023,34440.03157,80568.47239,0.41063438,404,19
184,CUST5105,ACC42710,Current,Transfer,Home Loan,Firm A,South,Manager 1,17-08-2023,47240.31829,58933.79528,-0.207031862,770,179
105,CUST8279,ACC18177,Loan,Payment,Credit Card,Firm C,East,Manager 4,23-03-2024,61506.2582,29427.50501,0.393364145,683,202
75,CUST7388,ACC55729,Credit,Transfer,Credit Card,Firm D,North,Manager 4,16-10-2023,114808.9558,91139.22757,0.425106589,845,67
63,CUST1644,ACC25132,Savings,Payment,Credit Card,Firm C,South,Manager 3,29-05-2023,10392.70245,152303.8998,0.575497635,832,229
148,CUST9066,ACC34821,Savings,Transfer,Mutual Fund,Firm E,West,Manager 1,17-06-2023,70367.69273,35538.51975,0.43221244,806,126
130,CUST6549,ACC61827,Credit,Payment,Home Loan,Firm A,West,Manager 3,30-09-2023,81296.41827,29239.99568,0.790596013,339,236
179,CUST4684,ACC96277,Current,Deposit,Home Loan,Firm A,East,Manager 1,12-01-2024,76415.40634,25255.51287,0.052386351,447,166
126,CUST4780,ACC77773,Loan,Payment,Savings Account,Firm C,Central,Manager 1,02-05-2024,47387.58032,78097.37657,0.618672578,510,164
23,CUST3315,ACC83005,Current,Withdrawal,Personal Loan,Firm E,East,Manager 4,06-02-2024,106601.6521,70256.79424,0.58105842,683,150
198,CUST5610,ACC15671,Savings,Withdrawal,Mutual Fund,Firm D,East,Manager 4,05-02-2024,54668.93545,-8225.60234,0.629672103,493,172
4,CUST4780,ACC64393,Credit,Withdrawal,Credit Card,Firm A,Central,Manager 1,21-02-2024,64795.1549,97922.18014,0.520181518,697,116
24,CUST2612,ACC50439,Savings,Transfer,Home Loan,Firm C,North,Manager 4,30-07-2023,-3285.7578,38207.23504,0.504577311,442,161
74,CUST8028,ACC72197,Savings,Payment,Home Loan,Firm B,West,Manager 4,26-02-2023,26912.73915,52481.84304,0.792481174,711,196
55,CUST2842,ACC29231,Loan,Withdrawal,Home Loan,Firm B,Central,Manager 1,23-02-2023,67367.7797,78266.34986,0.219621139,633,120
133,CUST4884,ACC15925,Loan,Withdrawal,Credit Card,Firm E,East,Manager 2,13-09-2023,13600.04608,87024.00792,0.557015077,391,178
137,CUST8028,ACC41829,Loan,Transfer,Mutual Fund,Firm B,North,Manager 2,24-12-2023,13165.72019,76738.40227,0.453360336,529,204
127,CUST1747,ACC61926,Current,Payment,Savings Account,Firm A,South,Manager 4,24-05-2023,21323.86411,85862.03541,0.199902172,513,109
63,CUST5320,ACC30787,Current,Withdrawal,Savings Account,Firm A,North,Manager 2,08-01-2024,78647.70821,118150.9744,0.525208987,432,51
150,CUST9683,ACC58667,Current,Payment,Personal Loan,Firm D,North,Manager 4,06-06-2023,103733.1514,71485.90315,0.985826848,760,68
81,CUST1042,ACC82298,Loan,Transfer,Home Loan,Firm E,East,Manager 3,26-05-2023,-6959.080828,79297.94899,0.030994354,567,238
110,CUST3006,ACC30787,Credit,Transfer,Personal Loan,Firm D,North,Manager 3,15-05-2023,40538.71953,63306.514,0.288158264,397,19
42,CUST2871,ACC43771,Current,Payment,Mutual Fund,Firm C,West,Manager 2,17-12-2023,31132.97338,80044.22591,0.635544999,471,123
18,CUST6292,ACC72197,Credit,Withdrawal,Savings Account,Firm D,East,Manager 1,09-12-2023,9060.008318,64955.00283,0.386781021,337,129
74,CUST3153,ACC62446,Loan,Payment,Savings Account,Firm B,Central,Manager 1,16-06-2024,57541.50493,81665.41622,0.127820471,711,88
53,CUST4461,ACC57597,Loan,Payment,Credit Card,Firm A,West,Manager 2,21-05-2023,58069.45704,69662.34697,0.757469601,711,142
67,CUST2427,ACC24981,Savings,Withdrawal,Mutual Fund,Firm B,West,Manager 4,26-02-2023,41023.56878,88082.58922,0.307705571,437,177
126,CUST4126,ACC95164,Credit,Transfer,Savings Account,Firm C,East,Manager 4,05-02-2024,15535.69468,157152.5302,0.263513529,761,50
10,CUST5121,ACC22036,Savings,Payment,Credit Card,Firm C,North,Manager 2,24-09-2023,98892.68565,52329.08831,0.313931561,422,88
100,CUST3069,ACC19178,Current,Deposit,Home Loan,Firm D,West,Manager 3,29-01-2024,51548.32214,113904.1327,0.777373586,342,197
27,CUST8155,ACC80442,Credit,Deposit,Credit Card,Firm B,West,Manager 3,16-08-2023,43435.01742,69501.13081,0.51939743,431,129
98,CUST1189,ACC33287,Loan,Deposit,Personal Loan,Firm B,North,Manager 1,21-03-2024,36818.17176,59165.85382,0.663298807,448,67
195,CUST6038,ACC71426,Credit,Payment,Credit Card,Firm A,North,Manager 1,04-02-2023,82615.25158,67816.09312,0.544931384,718,218
18,CUST1768,ACC80442,Current,Withdrawal,Home Loan,Firm D,West,Manager 1,05-02-2024,61666.03166,70287.93399,0.524980961,421,198
167,CUST9843,ACC11837,Credit,Withdrawal,Personal Loan,Firm E,Central,Manager 3,10-09-2023,30485.93946,39644.44548,0.648870437,317,155
170,CUST6029,ACC24070,Savings,Withdrawal,Savings Account,Firm E,East,Manager 2,01-01-2024,40733.35855,12642.4338,0.658468726,801,73
197,CUST5609,ACC52650,Credit,Transfer,Home Loan,Firm C,West,Manager 3,26-07-2023,62300.63056,40604.67354,0.584186907,643,167
46,CUST5428,ACC71426,Loan,Withdrawal,Credit Card,Firm E,Central,Manager 2,28-05-2024,59779.04813,85050.76419,0.842605599,799,49
154,CUST1467,ACC95164,Current,Transfer,Savings Account,Firm C,West,Manager 1,05-03-2024,104737.493,18478.24198,0.446903572,833,164
68,CUST8155,ACC83581,Current,Withdrawal,Home Loan,Firm A,West,Manager 2,13-02-2024,16193.00361,73371.14532,0.62474639,547,73
168,CUST9420,ACC61926,Credit,Transfer,Savings Account,Firm B,North,Manager 2,04-02-2023,86351.25786,91218.63501,0.109188559,510,114
118,CUST2578,ACC15228,Credit,Transfer,Home Loan,Firm E,North,Manager 2,28-11-2023,51787.06991,154663.6448,-0.069215746,584,154
171,CUST6029,ACC40939,Loan,Transfer,Personal Loan,Firm E,Central,Manager 2,16-04-2024,56782.89057,82257.32463,0.247013914,775,118
16,CUST2805,ACC24981,Loan,Withdrawal,Mutual Fund,Firm D,Central,Manager 3,17-02-2023,56662.02201,56200.07703,0.665148868,780,45
132,CUST7481,ACC49422,Credit,Withdrawal,Home Loan,Firm E,South,Manager 1,15-05-2024,90428.23788,106107.5521,0.261469213,425,86
35,CUST8250,ACC16241,Current,Deposit,Home Loan,Firm D,Central,Manager 1,24-05-2023,34321.22189,63636.163,0.940755049,584,45
155,CUST8091,ACC10117,Current,Deposit,Home Loan,Firm C,South,Manager 1,25-04-2024,56402.83911,33798.3722,0.265630262,698,96
148,CUST1609,ACC22036,Loan,Deposit,Savings Account,Firm A,North,Manager 1,23-08-2023,22354.41864,123644.427,0.61036516,463,156
171,CUST6735,ACC10117,Credit,Payment,Home Loan,Firm B,South,Manager 1,13-09-2023,56512.34987,115878.9674,0.736874427,608,48
183,CUST7481,ACC83848,Loan,Deposit,Savings Account,Firm A,East,Manager 1,06-03-2023,65227.75615,60342.99127,0.333802812,484,150
43,CUST3041,ACC21264,Savings,Payment,Home Loan,Firm B,North,Manager 2,18-08-2023,-19468.49394,47830.38312,0.314449486,612,19
34,CUST9439,ACC29007,Current,Payment,Home Loan,Firm E,South,Manager 4,10-06-2023,77966.71126,52405.2449,0.635598405,609,237
190,CUST2188,ACC54589,Current,Withdrawal,Home Loan,Firm C,East,Manager 3,19-11-2023,32333.79679,112338.3769,0.46827576,682,176
178,CUST5174,ACC41829,Current,Withdrawal,Mutual Fund,Firm E,West,Manager 3,04-02-2024,72402.93891,122983.4579,0.224409566,746,159
55,CUST9169,ACC29007,Credit,Deposit,Mutual Fund,Firm C,North,Manager 1,19-07-2023,13386.81055,62678.81084,0.210106004,449,157
142,CUST8155,ACC29396,Loan,Withdrawal,Credit Card,Firm C,South,Manager 2,11-04-2023,24737.7652,80497.09724,0.489431906,496,152
153,CUST4258,ACC41829,Savings,Payment,Credit Card,Firm C,South,Manager 4,30-12-2023,50429.65223,60207.81909,0.45767805,363,234
150,CUST4669,ACC29007,Credit,Withdrawal,Home Loan,Firm D,South,Manager 4,12-01-2023,80788.95497,73223.68539,0.422467026,785,211
161,CUST4684,ACC66086,Credit,Transfer,Savings Account,Firm C,South,Manager 1,06-04-2024,-26.11255643,166720.4415,0.374522629,626,92
30,CUST8416,ACC52650,Current,Withdrawal,Mutual Fund,Firm D,East,Manager 3,11-06-2024,48302.04388,44799.5896,0.567149099,571,55
61,CUST1376,ACC92360,Current,Transfer,Credit Card,Firm D,South,Manager 1,21-05-2023,70569.96347,83858.75011,0.569235754,839,198
51,CUST9683,ACC41829,Current,Transfer,Credit Card,Firm D,West,Manager 2,15-05-2023,58059.16571,1798.454752,0.371319198,313,71
32,CUST3059,ACC64785,Current,Withdrawal,Home Loan,Firm C,South,Manager 4,15-05-2024,99270.56763,55743.31938,0.615475381,785,79
112,CUST5385,ACC89098,Current,Transfer,Credit Card,Firm A,West,Manager 3,25-12-2023,88630.96627,20659.78296,0.870071065,440,138
191,CUST4438,ACC91723,Current,Transfer,Mutual Fund,Firm D,North,Manager 2,06-06-2023,43133.41021,105774.6283,0.527452248,776,71
103,CUST2349,ACC18140,Credit,Transfer,Personal Loan,Firm A,West,Manager 3,12-03-2024,105553.8914,34360.89448,0.707031601,744,156
176,CUST9731,ACC29396,Credit,Withdrawal,Savings Account,Firm C,North,Manager 3,28-01-2023,44329.30807,44786.38999,0.216770181,656,64
7,CUST9129,ACC53466,Current,Deposit,Home Loan,Firm D,North,Manager 3,19-09-2023,62795.87281,62870.31124,0.243762757,673,93
104,CUST4669,ACC38559,Credit,Payment,Credit Card,Firm D,South,Manager 3,01-03-2024,73497.59825,16487.64562,0.573919122,457,77
162,CUST4373,ACC11837,Savings,Payment,Home Loan,Firm E,East,Manager 4,23-10-2023,46085.78158,93955.91271,0.780755222,568,106
36,CUST1962,ACC78178,Current,Deposit,Mutual Fund,Firm E,South,Manager 4,06-06-2023,4316.819451,81748.98631,0.751756621,624,95
22,CUST6549,ACC25811,Credit,Withdrawal,Credit Card,Firm A,South,Manager 3,06-08-2023,32786.80608,84268.18218,0.538301226,582,151
94,CUST9038,ACC34431,Savings,Transfer,Home Loan,Firm B,North,Manager 4,07-11-2023,47213.78214,70834.39514,0.313680353,445,238
24,CUST4438,ACC25811,Current,Transfer,Home Loan,Firm D,North,Manager 3,02-03-2024,50562.39136,79054.20584,0.443626778,346,192
154,CUST2412,ACC74631,Credit,Deposit,Home Loan,Firm D,East,Manager 1,04-01-2024,26212.82212,72725.92314,0.251906677,450,187
116,CUST5174,ACC34119,Savings,Transfer,Mutual Fund,Firm A,West,Manager 3,11-09-2023,66097.86688,30652.51921,0.885007613,704,57
56,CUST5500,ACC29356,Credit,Transfer,Mutual Fund,Firm D,East,Manager 4,10-06-2023,-9688.950887,105909.6413,0.758567633,315,80
